,JKL,ATC ,INN,Zaštićeno ime leka,FO,Pakovanje i jačina  leka,Naziv proizvođača leka,Država proizvodnje leka,Cena leka na veliko za pakovanje,DDD,Cena leka na veliko po DDD,Participacija osiguranog lica,Indikacija,Napomena
50,1068520,B01AC30,"klopidogrel, acetilsalicilna kiselina",DUOPLAVIN,film tableta,"blister, 28 po (75 mg + 100 mg)",Sanofi Winthrop Industrie,Francuska,1271.5,1 tableta,45.410714285714285,60%,"1. Prevencija aterotrombotičkih dogadjaja na osnovu mišljenja interniste za period od 12 meseci nakon preležanog akutnog infarkta miokarda. 
2. Kod bolesnika sa anginom pektoris i za prevenciju tromboze stenta 12 meseci nakon ugradnje stenta sa oslobadjanjem leka i mesec dana nakon ugradnje stenta bez leka, na osnovu mišljenja lekara zdravstvene ustanove koja vrši ugradnju stenta.",
51,1060140,B03AA02,gvožđe II fumarat,HEFEROL,"kapsula, tvrda","blister, 30 po 350 mg",Alkaloid a.d. ,Republika Makedonija,330.5,"0,2 g",19.159420289855074,0.15,,
52,1060075,B03AB05,gvožđe (III) hidroksid polimaltozni kompleks,REFERUM,tableta za žvakanje,"blister, 30 po 100 mg",Slaviamed d.o.o.,Republika Srbija,368.7,90 mg,11.061,0.15,,
53,1101422,C01BC04,flekainid,FLEKANID,"kapsula sa produženim oslobađanjem, tvrda","blister, 60 po 50 mg",Laboratorios Liconsa S.A. ,Španija,727.5,"0,2 g",48.5,0.5,"1. Paroksizmalne atrijalne aritmije (atrijalna fibrilacija, atrijalni flater i atrijalna tahikardija) kod pacijenata sa onesposobljavajućim simptomima nakon konverzije kod kojih postoji potreba za primenom leka na osnovu težine kliničkih simptoma i kada se drugi terapijski pristupi nisu pokazali efikasnim (I48).
2. AV-nodalne recipročne tahikardije; aritmije udružene sa Wolf-Parkinson-White sindromom i slična stanja koja karakteriše prisustvo dodatnih (akcesornih) puteva za sprovođenje impulsa iz pretkomora u komore, kada se drugi pristupi lečenju nisu pokazali kao efikasni (I45.6).",Lek se u terapiju uvodi na osnovu mišljenja kardiologa ili interniste.
54,1101423,C01BC04,flekainid,FLEKANID,"kapsula sa produženim oslobađanjem, tvrda","blister, 60 po 100 mg",Laboratorios Liconsa S.A. ,Španija,1455.9,"0,2 g",48.53,0.5,"1. Paroksizmalne atrijalne aritmije (atrijalna fibrilacija, atrijalni flater i atrijalna tahikardija) kod pacijenata sa onesposobljavajućim simptomima nakon konverzije kod kojih postoji potreba za primenom leka na osnovu težine kliničkih simptoma i kada se drugi terapijski pristupi nisu pokazali efikasnim (I48).
2. AV-nodalne recipročne tahikardije; aritmije udružene sa Wolf-Parkinson-White sindromom i slična stanja koja karakteriše prisustvo dodatnih (akcesornih) puteva za sprovođenje impulsa iz pretkomora u komore, kada se drugi pristupi lečenju nisu pokazali kao efikasni (I45.6).",Lek se u terapiju uvodi na osnovu mišljenja kardiologa ili interniste.
55,1101425,C01BC04,flekainid,FLEKANID,"kapsula sa produženim oslobađanjem, tvrda","blister, 60 po 200 mg",Laboratorios Liconsa S.A. ,Španija,2912.1,"0,2 g",48.535,0.5,"1. Paroksizmalne atrijalne aritmije (atrijalna fibrilacija, atrijalni flater i atrijalna tahikardija) kod pacijenata sa onesposobljavajućim simptomima nakon konverzije kod kojih postoji potreba za primenom leka na osnovu težine kliničkih simptoma i kada se drugi terapijski pristupi nisu pokazali efikasnim (I48).
2. AV-nodalne recipročne tahikardije; aritmije udružene sa Wolf-Parkinson-White sindromom i slična stanja koja karakteriše prisustvo dodatnih (akcesornih) puteva za sprovođenje impulsa iz pretkomora u komore, kada se drugi pristupi lečenju nisu pokazali kao efikasni (I45.6).",Lek se u terapiju uvodi na osnovu mišljenja kardiologa ili interniste.
56,7102621,C01DA02,gliceriltrinitrat (nitroglicerin),NITROLINGUAL,sublingvalni sprej,"boca sa pumpom za doziranje, 14,4 ml/ 200 doza (0,4 mg/doza)",G. Pohl-Boskamp GmbH & Co. KG,Nemačka,567.3,"2,5 mg",17.728125,0.75,,
57,1109100,C01EB15,trimetazidin,TRIMETAZIDIN PHARMAS,tableta sa modifikovanim oslobađanjem,"blister, 60 po 35 mg",PharmaS d.o.o.; PharmaS d.o.o. ,Republika Srbija; Republika Hrvatska,211.5,40 mg,4.0285714285714285,0.55,  Аnginа pektoris (I20) ., Lek se u terapiju uvodi na osnovu mišljenja interniste ili kardiologa.
58,1109142,C01EB15,trimetazidin,MODUXIN MR,tableta sa produženim oslobađanjem,"blister, 60 po 35 mg","Gedeon Richter Polska SP, Z.Z.O; Gedeon Richter PLC",Poljska; Madjarska,211.5,40 mg,4.0285714285714285,0.55,  Аnginа pektoris (I20) ., Lek se u terapiju uvodi na osnovu mišljenja interniste ili kardiologa.
59,1109138,C01EB15,trimetazidin,TRIMETACOR MR,tableta sa modifikovanim oslobađanjem,"blister, 60 po 35 mg",S.C. Labormed - Pharma S.A.,Rumunija,211.5,40 mg,4.0285714285714285,0.55,  Аnginа pektoris (I20) ., Lek se u terapiju uvodi na osnovu mišljenja interniste ili kardiologa.
60,1109125,C01EB17,ivabradin,CORAXAN,film tableta,"blister, 56 po 5 mg","Laboratorios Sevier S.L.,  
Les laboratories Servier Industrie, Servier (IRELAND) Industries LTD, ","Španija, Francuska, Irska",1788.5,10 mg,63.875,0.75,"Simptomatska terapija hronične stabilne angine pektoris kod odraslih pacijenata sa oboljenjem koronarnih arterija i normalnim sinusnim ritmom, čija je srčana frekvencija preko 70 otkucaja u minuti 
- kod odraslih pacijenata koji teško podnose beta-blokatore ili kod kojih je terapija beta-blokatorima kontraindikovana.
- u kombinaciji sa beta-blokatorima kod pacijenata kod kojih nije postignuta odgovarajuća kontrola simptoma bolesti sa optimalnom dozom beta-blokatora.
(I20).", Lek se u terapiju uvodi na osnovu mišljenjana interniste ili kardiologa.
61,1109126,C01EB17,ivabradin,CORAXAN,film tableta,"blister, 56 po 7,5 mg","Laboratorios Sevier S.L.,  
Les laboratories Servier Industrie, Servier (IRELAND) Industries LTD, ","Španija, Francuska, Irska",1788.5,10 mg,42.583333333333336,0.75,"Simptomatska terapija hronične stabilne angine pektoris kod odraslih pacijenata sa oboljenjem koronarnih arterija i normalnim sinusnim ritmom, čija je srčana frekvencija preko 70 otkucaja u minuti 
-kod odraslih pacijenata koji teško podnose beta-blokatore ili kod kojih je terapija beta-blokatorima kontraindikovana.
-u kombinaciji sa beta-blokatorima kod pacijenata kod kojih nije postignuta odgovarajuća kontrola simptoma bolesti sa optimalnom dozom beta-blokatora.
(I20).", Lek se u terapiju uvodi na osnovu mišljenjana interniste ili kardiologa.
62,1103432,C02AB02,metildopa (racemat),METHYLDOPA ,film tableta, 20 po 250 mg,Hemofarm a.d.,Republika Srbija,169.2,2 g,67.67999999999999,0.5,,  Lek se u terapiju uvodi na osnovu mišljenja interniste ili kardiologa.
63,1103481,C02AC05,moksonidin,PHYSIOTENS,film tableta,"blister, 28 po 0,2 mg",Mylan Laboratories SAS,Francuska,298.6,"0,3 mg",15.99642857142857,0.6,Esencijalna arterijska hipertenzija (I10).,
64,1103482,C02AC05,moksonidin,PHYSIOTENS,film tableta,"blister, 28 po 0,4 mg",Mylan Laboratories SAS,Francuska,458.0,"0,3 mg",12.26785714285714,0.6,Esencijalna arterijska hipertenzija (I10).,
65,1103090,C02AC05,moksonidin,MOXOGAMMA 0.2,film tableta,"blister, 30 po 0,2 mg",Worwag Pharma GmbH & Co. KG,Nemačka,319.9,"0,3 mg",15.994999999999996,0.6,Esencijalna arterijska hipertenzija (I10).,
66,1103092,C02AC05,moksonidin,MOXOGAMMA 0.3,film tableta,"blister, 30 po 0,3 mg",Worwag Pharma GmbH & Co. KG,Nemačka,314.2,"0,3 mg",10.473333333333333,0.6,Esencijalna arterijska hipertenzija (I10).,
67,1103093,C02AC05,moksonidin,MOXOGAMMA 0.4,film tableta,"blister, 30 po 0,4 mg",Worwag Pharma GmbH & Co. KG,Nemačka,490.7,"0,3 mg",12.267499999999997,0.6,Esencijalna arterijska hipertenzija (I10).,
68,1103892,C02AC06,rilmenidin,TENAXUM,tableta,"blister, 30 po 1 mg",Les Laboratoires Servier Industrie,Francuska,526.1,1 mg,17.53666666666667,0.6,  Esencijalna arterijska hipertenzija (I10).,Lek se u terapiju uvodi na osnovu mišljenja interniste ili kardiologa.
69,1103038,C02CA04,doksazosin,DOXAZIN,tableta,"blister, 30 po 2 mg",Jadran galenski laboratorij d.d,Hrvatska,276.0,4 mg,18.4,0.6,,  Lek se u terapiju uvodi na osnovu mišljenja interniste ili urologa.
70,1103039,C02CA04,doksazosin,DOXAZIN,tableta,"blister, 30 po 4 mg",Jadran galenski laboratorij d.d,Hrvatska,467.7,4 mg,15.59,0.6,,  Lek se u terapiju uvodi na osnovu mišljenja interniste ili urologa.
71,1103046,C03BA11,indapamid,INDAPRES SR,tableta sa produženim oslobađanjem,"blister, 30 po 1,5 mg",Hemofarm a.d.,Republika Srbija,226.6,"2,5 mg",12.588888888888887,0.75,,
72,1103051,C03BA11,indapamid,RAWEL SR,tableta sa produženim oslobađanjem,"blister, 30 po 1,5 mg",Krka Tovarna Zdravil d.d.,Slovenija,226.6,"2,5 mg",12.588888888888887,0.75,,
73,1103180,C03BA11,indapamid,VAZOPAMID,tableta sa produženim oslobađanjem,"blister, 30 po 1,5 mg",Labormed - Pharma S.A., Rumunija,226.6,"2,5 mg",12.588888888888887,0.75,,
74,1103054,C03BA11,indapamid,SOPHTENSIF,tableta sa produženim oslobađanjem,"blister, 30 po 1,5 mg",Sopharma AD,Bugarska,226.6,"2,5 mg",12.588888888888887,0.75,,
75,1400476,C03CA04,torasemid,DIUVER,tableta,"blister, 20 po 5 mg",Pliva Hrvatska d.o.o,Hrvatska,143.2,15mg,21.48,0.7,,
76,1400475,C03CA04,torasemid,DIUVER,tableta,"blister, 20 po 10 mg",Pliva Hrvatska d.o.o,Hrvatska,235.8,15mg,17.685000000000002,0.7,,
77,1400480,C03DA04,eplerenon,INSPRA,film tableta,"blister, 30 po 25 mg",Fareva Amboise,Francuska,1741.4,50 mg,116.09333333333333,0.9,"Dodatak standardnoj terapiji koja uključuje ACE inhibitor (ili sartan), beta blokator i diuretik Henleove petlje, da bi se smanjio rizik od kardiovaskularnog oboljevanja i smrtnosti kod stabilnih bolesnika sa disfunkcijom leve komore (ejekciona frakcija leve komore - LVEF ≤40%) i klinički manifestnom srčanom insuficijencijom nakon skorašnjeg infarkta miokarda (I50).",
78,1400481,C03DA04,eplerenon,INSPRA,film tableta,"blister, 30 po 50 mg",Fareva Amboise,Francuska,1990.2,50 mg,66.34,0.9,"Dodatak standardnoj terapiji koja uključuje ACE inhibitor (ili sartan), beta blokator i diuretik Henleove petlje, da bi se smanjio rizik od kardiovaskularnog oboljevanja i smrtnosti kod stabilnih bolesnika sa disfunkcijom leve komore (ejekciona frakcija leve komore - LVEF ≤40%) i klinički manifestnom srčanom insuficijencijom nakon skorašnjeg infarkta miokarda (I50).",
79,1400484,C03DA04,eplerenon,DIUPOT,film tableta,"blister, 30 po 25 mg",PharmaSwiss d.o.o Beograd,Republika Srbija,1339.5,50 mg,89.3,0.85,"Dodatak standardnoj terapiji koja uključuje ACE inhibitor (ili sartan), beta blokator i diuretik Henleove petlje, da bi se smanjio rizik od kardiovaskularnog oboljevanja i smrtnosti kod stabilnih bolesnika sa disfunkcijom leve komore (ejekciona frakcija leve komore - LVEF ≤40%) i klinički manifestnom srčanom insuficijencijom nakon skorašnjeg infarkta miokarda (I50).",
80,1400485,C03DA04,eplerenon,DIUPOT,film tableta,"blister, 30 po 50 mg",PharmaSwiss d.o.o Beograd,Republika Srbija,1530.9,50 mg,51.03,0.85,"Dodatak standardnoj terapiji koja uključuje ACE inhibitor (ili sartan), beta blokator i diuretik Henleove petlje, da bi se smanjio rizik od kardiovaskularnog oboljevanja i smrtnosti kod stabilnih bolesnika sa disfunkcijom leve komore (ejekciona frakcija leve komore - LVEF ≤40%) i klinički manifestnom srčanom insuficijencijom nakon skorašnjeg infarkta miokarda (I50).",
81,1400482,C03DA04,eplerenon,INSTRIKA,film tableta,"blister, 30 po 25 mg",Hemofarm a.d. Vršac,Republika Srbija,1339.5,50 mg,89.3,0.85,"Dodatak standardnoj terapiji koja uključuje ACE inhibitor (ili sartan), beta blokator i diuretik Henleove petlje, da bi se smanjio rizik od kardiovaskularnog oboljevanja i smrtnosti kod stabilnih bolesnika sa disfunkcijom leve komore (ejekciona frakcija leve komore - LVEF ≤40%) i klinički manifestnom srčanom insuficijencijom nakon skorašnjeg infarkta miokarda (I50).",
82,1400483,C03DA04,eplerenon,INSTRIKA,film tableta,"blister, 30 po 50 mg",Hemofarm a.d. Vršac,Republika Srbija,1530.9,50 mg,51.03,0.85,"Dodatak standardnoj terapiji koja uključuje ACE inhibitor (ili sartan), beta blokator i diuretik Henleove petlje, da bi se smanjio rizik od kardiovaskularnog oboljevanja i smrtnosti kod stabilnih bolesnika sa disfunkcijom leve komore (ejekciona frakcija leve komore - LVEF ≤40%) i klinički manifestnom srčanom insuficijencijom nakon skorašnjeg infarkta miokarda (I50).",
83,1400000,C03EB01,"furosemid, spironolakton",FURAS,kapsula,"blister, 30 po (20mg + 50mg)",Alvogen Pharma d.o.o.; S.C. Labormed - Pharma S.A.,Republika Srbija; Rumunija,582.0,1 tableta,19.4,0.4,"1. Lečenje rezistentnog edema kada je on povezan sa sekundarnim hiperaldosteronizmom, uključujući i hroničnu srčanu insuficijenciju i cirozu jetre 
2.Tretman esencijalne hipertenzije kod pacijenata sa dokazanim hiperaldosteronizmom, ukoliko se tromesečno lečenje pojedinačnim lekovima koji se koriste za lečenje hipertenzije, uključujući lečenje sa više pojedinačnih lekova istovremeno, pokazalo nedovoljno efikasno.","Lek se uvodi u terapiju na osnovu mišljenja interniste: endokrinologa, gastroenterologa ili kardiologa; hirurga ili anesteziologa."
84,1107018,C07AA07,sotalol,DAROB MITE,tableta,"blister, 50 po 80 mg",Abbvie Deutschland GMBH & Co. KG ,Nemačka,456.6,"0,16 g",18.264,0.5, Poremećaj ritma srca (I47; I48; I49).,Lek se u terapiju uvodi na osnovu mišljenja kardiologa ili interniste.
85,1107810,C07AB02,metoprolol sukcinat,METOPROLOL XL SANDOZ,film tableta sa modifikovanim oslobađanjem,"blister, 30 po 47,5 mg",Salutas Pharma GmbH,Nemačka,138.9,"0,15 g",13.889999999999999,0.4,1. Srčana insuficijencija ( I50 ).    , Lek se uvodi u terapiju na osnovu mišljenja kardiologa.
86,1107814,C07AB02,metoprolol sukcinat,METOPROLOL XL SANDOZ,film tableta sa modifikovanim oslobađanjem,"blister, 30 po 95 mg",Salutas Pharma GmbH,Nemačka,255.6,"0,15 g",12.78,0.4,1. Srčana insuficijencija ( I50 ).    , Lek se uvodi u terapiju na osnovu mišljenja kardiologa.
87,1107633,C07AB12,nebivolol,BINEVOL,tableta,"blister, 30 po 5 mg",PharmaSwiss d.o.o.,Republika Srbija,303.3,5 mg,10.110000000000001,0.35,,
88,1107634,C07AB12,nebivolol,NEVOTENS,tableta,"blister, 30 po 5 mg",Zdravlje a.d; Balkanpharma-Dupnitsa ad;       Actavis LTD.,Republika Srbija;  Bugarska; Malta,303.3,5 mg,10.110000000000001,0.35,,
89,1107666,C07AB12,nebivolol,NEBIGAL,tableta,"blister, 30 po 5 mg",Galenika AD. U restruktuiranju,Republika Srbija,303.3,5 mg,10.832142857142857,0.35,,
90,1107632,C07AB12,nebivolol,NEBILET ,tableta,"blister, 28 po 5 mg", Menarini-Von Heyden GmbH; Berlin - Chemie AG (Menarini Group),Nemačka; Nemačka,368.0,5 mg,13.142857142857142,0.5,,
91,1107629,C07AB12,nebivolol,BARIOS,tableta,"blister, 30 po 5mg",Hemofarm AD ,Republika Srbija,303.3,5 mg,10.110000000000001,0.35,,
92,1107638,C07AB12,nebivolol,NEBIVOLOL SANDOZ,tableta,"blister, 28 po 5 mg",Salutas Pharma GmbH,Nemačka,283.1,5 mg,10.110714285714286,0.35,,
93,1107610,C07AB12,nebivolol,MASSIDO,tableta,"blister, 28 po 5 mg",Alkaloid AD Skopje,Republika Makedonija,283.1,5 mg,10.110714285714286,0.35,,
94,1107301,C07AB12,nebivolol,NEBITOL,tableta,"blister, 28 po 5 mg",Actavis Ltd; Balkanpharma-Dupnista AD,Malta; Bugarska,283.1,5 mg,10.110714285714286,0.35,,
95,1107625,C07AG02,karvedilol,KARVILEKS,tableta,"blister, 30 po 12,5 mg",Zdravlje a.d.,Republika Srbija,136.6,"37,5 mg",13.659999999999998,0.5,Arterijska hipertenzija (I10; I12; I13; I15), Lek se uvodi u terapiju  na osnovu mišljenja interniste ili kardiologa.
96,1107659,C07AG02,karvedilol,MILENOL,tableta," blister, 30 po 12.5 mg",Hemofarm A.D,Republika Srbija,136.6,37.5 mg,13.659999999999998,0.5,Arterijska hipertenzija (I10; I12; I13; I15), Lek se uvodi u terapiju  na osnovu mišljenja interniste ili kardiologa.
97,1107658,C07AG02,karvedilol,MILENOL,tableta,"blister, 30 po 25 mg",Hemofarm A.D,republika Srbija,210.6,37.5 mg,10.53,0.5,Arterijska hipertenzija (I10; I12; I13; I15), Lek se uvodi u terapiju  na osnovu mišljenja interniste ili kardiologa.
98,1107676,C07AG02,karvedilol,CORYOL,tableta,"blister, 28 po 12,5 mg",Krka Tovarna Zdravil d.d.,Slovenija,127.5,"37,5 mg",13.660714285714286,0.5,Arterijska hipertenzija (I10; I12; I13; I15), Lek se uvodi u terapiju  na osnovu mišljenja interniste ili kardiologa.
99,1107833,C07AG02,karvedilol,KARVOL,tableta,"blister, 30 po 12,5 mg",Ave Pharmaceutical d.o.o.,Republika Srbija,136.6,"37,5 mg",13.659999999999998,0.5,Arterijska hipertenzija (I10; I12; I13; I15), Lek se uvodi u terapiju  na osnovu mišljenja interniste ili kardiologa.
100,1107834,C07AG02,karvedilol,KARVOL,tableta,"blister, 30 po 25 mg",Ave Pharmaceutical d.o.o.,Republika Srbija,210.6,"37,5 mg",10.53,0.5,Arterijska hipertenzija (I10; I12; I13; I15), Lek se uvodi u terapiju  na osnovu mišljenja interniste ili kardiologa.
101,1107215,C07BB12,"nebivolol, hidrohlortiazid",NEBILET PLUS 5/12.5,film tableta,"blister, 28 po (5 mg +12,5 mg)",Menarini - Von Heyden GmbH; Berlin - Chemie AG ,Nemačka; Nemačka,400.9,1 tableta,14.317857142857141,0.55,"Za lečenje esencijalne arterijske hipertenzije (I10) ukoliko se tromesečno lečenje pojedinačnim lekovima koji se koriste za lečenje hipertenzije, uključujući lečenje sa više pojedinačnih lekova istovremeno, pokazalo nedovoljno efikasno",
102,1107701,C07BB12,"nebivolol, hidrohlortiazid",BINEVOL PLUS,film tableta,"blister, 30 po (5mg+12,5mg)","Pharmaswiss d.o.o., Beograd",Republika Srbija,330.4,1 tableta,11.013333333333332,0.45,"Za lečenje esencijalne arterijske hipertenzije (I10) ukoliko se tromesečno lečenje pojedinačnim lekovima koji se koriste za lečenje hipertenzije, uključujući lečenje sa više pojedinačnih lekova istovremeno, pokazalo nedovoljno efikasno.",
103,1107702,C07BB12,"nebivolol, hidrohlortiazid",BINEVOL PLUS,film tableta,"blister, 30 po (5mg+25mg)","Pharmaswiss d.o.o., Beograd",Republika Srbija,355.1,1 tableta,11.836666666666668,0.45,"Za lečenje esencijalne arterijske hipertenzije (I10) ukoliko se tromesečno lečenje pojedinačnim lekovima koji se koriste za lečenje hipertenzije, uključujući lečenje sa više pojedinačnih lekova istovremeno, pokazalo nedovoljno efikasno.",
104,1402821,C08CA02,felodipin,PLENDIL,tableta sa produženim oslobađanjem,"bočica plastična, 30 po 5 mg",AstraZeneca AB,Švedska,343.4,5 mg,11.446666666666665,0.35," 1. Angina pektoris (I20),
  2. Arterijska hipertenzija ( I10; I11; I12; I13; I15).",
105,1402843,C08CA13,lerkanidipin,CORNELIN,film tableta,"blister, 28 po 10 mg",Hemofarm AD,Republika Srbija,126.1,10 mg,4.503571428571428,0.55,Blage do umerene esencijalne hipertenzije (I10),
106,1402844,C08CA13,lerkanidipin,CORNELIN,film tableta,"blister, 28 po 20 mg",Hemofarm AD,Republika Srbija,201.5,10 mg,3.5982142857142856,0.55,Blage do umerene esencijalne hipertenzije (I10),
107,1402784,C08CA13,lerkanidipin,CORNELIN,film tableta,"blister, 60 po 10 mg",Hemofarm a.d. Vršac,Republika Srbija,270.2,10 mg,4.503333333333333,0.55,Blage do umerene esencijalne hipertenzije (I10),
108,1402785,C08CA13,lerkanidipin,CORNELIN,film tableta,"blister, 60 po 20 mg",Hemofarm a.d. Vršac,Republika Srbija,431.7,10 mg,3.5974999999999997,0.55,Blage do umerene esencijalne hipertenzije (I10),
109,1104650,C08GA02,"amlodipin, indapamid",NATRIXAM,tableta sa modifikovanim oslobađanjem,30 po 5 mg + 1.5 mg,"Laboratorios Servier S.L;
Ampharm Prezdsiebiorstwo Farmaceutyczne S.A.;
Servier (Ireland) Industries Ltd.
Les Laboratories Servier Industrie; 
Egis Pharmaceuticals PLC;
Egis Pharmaceuticals PLC;","Španija;
Poljska;
Irska;
Francuska;
Mađarska;
Mađarska",419.4,1 tableta,13.979999999999999,0.7,"Za lečenje esencijalne arterijske hipertenzije (I10) ukoliko se tromesečno lečenje pojedinačnim lekovima koji se koriste za lečenje hipertenzije, uključujući lečenje sa više pojedinačnih lekova istovremeno, pokazalo nedovoljno efikasno",
110,1104651,C08GA02,"amlodipin, indapamid",NATRIXAM,tableta sa modifikovanim oslobađanjem,30 po 10 mg + 1.5 mg,"Laboratorios Servier S.L;
Ampharm Prezdsiebiorstwo Farmaceutyczne S.A.;
Servier (Ireland) Industries Ltd.
Les Laboratories Servier Industrie; 
Egis Pharmaceuticals PLC;
Egis Pharmaceuticals PLC;","Španija;
Poljska;
Irska;
Francuska;
Mađarska;
Mađarska",482.7,1 tableta,16.09,0.7,"Za lečenje esencijalne arterijske hipertenzije (I10) ukoliko se tromesečno lečenje pojedinačnim lekovima koji se koriste za lečenje hipertenzije, uključujući lečenje sa više pojedinačnih lekova istovremeno, pokazalo nedovoljno efikasno",
